player_id,location,age,system,joined
7f591f9a66664dc6906e1dc2bfb7541d,North America,20,Linux,1
ca509afa5a7747f8b7b409e5fb03cb3f,Asia,15,MacOS,1
7e3a8b34b1af46da80c9185daf5db8d8,Europe,20,Windows,1
dfaa79a62a744afea971c4b174a4fa4b,North America,24,Windows,1
787d29fa28a94c77944bf98ece8ead13,Oceania,21,Windows,1
d3652a64520845aa94db512d4591bc74,South America,16,Linux,1
45f2759bb6bd4da5b8c0bae2531e6d1c,North America,24,MacOS,1
03fbad2d59794f928b571a40bf81fb94,Oceania,23,Windows,1
a35341a1473b445989f504ef9ce8719f,North America,21,Linux,1
238670589ee04aa3aa711a2fca279ecc,Oceania,18,MacOS,1
4fe2cc24353d4166806ccca83ef910df,Europe,20,Windows,1
09bdb94daed64924abdb9054cd576944,North America,23,MacOS,1
78a6b8f69c98477fbf1fa1e556781936,Africa,23,Windows,1
9bcf047722994ae08f1e70653acfda11,South America,16,Linux,1
fa7ce42b29cb4853b5386552ef01887d,South America,25,MacOS,1
ff829d15944b444c9e5b2557ea294b59,Oceania,18,Windows,1
e1c5b9dd18ee4d45b5451963f86cab3c,Africa,15,Windows,1
dc3ce81a82f1423d9bc97f99399f00a4,Oceania,22,Linux,1
33ab1497015440c69501d4d3d3e12384,Africa,22,MacOS,1
eaa1dff2a2954a368f02faa5a1a235a5,Africa,24,Linux,1
96a0210489fe44b9bf2e4b28417a3805,Africa,22,MacOS,1
f76be31d5e81483faa6ffadc9a216a7c,South America,24,Linux,1
7ef7bc1cb8ce4159a020cd44e18a893f,Africa,23,Windows,1
b061f88245f54e2e8d1503e8018a2cdf,North America,22,MacOS,1
421948ab9ed84edc85c1af08e6146b51,Oceania,25,Windows,1
a718892a806747bdb93027f438d8711a,Asia,21,MacOS,1
506cf552671b46ccace33e0e86045223,North America,15,MacOS,1
d8910ad2d24e4094a6836e75293ed8e6,Europe,27,Linux,1
6c80c21d10e44318b62da904b758954a,Europe,16,Linux,1
28c26ee3e2784d3db299c8637054f61b,Europe,27,MacOS,1
a285194298e3448faafbaa560bf892c0,North America,14,MacOS,1
e61cb444dcb649bfbcd61023a8dc315c,Oceania,21,Linux,1
410a40c8b3764ca9be91a0ff4c3793da,Africa,22,MacOS,1
b23d2e0493ef48a6b0bd465056081744,Africa,29,Linux,1
f58adb309e664a1aab489d5c524a1556,Europe,20,Linux,1
b849e8b070bc49aba16daaa4cf4e7411,Asia,22,Linux,1
57819e060c0f4ecd8d06e06a3c07c3c4,South America,24,MacOS,1
7f671ad1a8414276a58047fddb7a704d,Africa,19,Windows,1
a512c687d8464dc1b7a8521f0e86e402,South America,19,Linux,1
63d35dd56b9243f59754aca3ee4433be,Europe,17,Windows,1
22091e559acf4bd2be89ba5d1dae7039,South America,20,Windows,1
1f0267b6c6a348e18f0e28abb8db9e23,Europe,18,MacOS,1
5cc02888f8024460a5ff867ebf29299a,Africa,25,Linux,1
1a522d4eaebc4b54a4ab74e035a1a182,North America,20,Windows,1
b41d2a88038a491e848313ea91a0ff7f,South America,20,MacOS,1
331f18528a81435d866b3e107b203f0c,Europe,20,MacOS,1
f8b8dd5caaa04be4a4236ae7ae0029d2,Oceania,20,Linux,1
72ad131d15d749c3bbc46f1d60a6b46f,Europe,24,Windows,1
a19d55c916854daebdb23a557cbf3304,North America,28,MacOS,1
df19c4657b844d79b5b0598477b2cbb8,Asia,25,Linux,1
305cc4a7c1d14f989a24012c287b83d5,Asia,17,Windows,1
0ffc2fe17b4d443c8f13ef37989095fb,South America,15,Windows,1
fb292b0193cb417e84baab2ce6a6c303,North America,19,Windows,1
821c98f98a9c48fca1346be3ba3815fe,South America,16,Linux,1
a4314099ec294fe3879bef7e2ef34668,Africa,20,Windows,1
cf31dd5882674c28afc26cfc37311c1d,Europe,23,Linux,1
80e8154e9fcc46d29a23b44d8a865930,North America,21,Linux,1
e67977d8452247a1987aa97801f29a72,North America,20,Windows,1
1d89dd4ffa844ff48e0b7396277ffba0,Africa,26,Linux,1
9c275360161e43a2b46f69d688615a80,Africa,14,Linux,1
d9742998e241432ead851f039844d903,Africa,24,MacOS,1
70b9bc301f6f4eefb3be7ffac4900b64,Oceania,20,Windows,1
d52acb0b61674f568ea9105bb971e350,Europe,21,Windows,1
4f01f5afc7354104b85320f4cd004e69,Asia,18,MacOS,1
7154c6b8a7ce4634bee8b08ffcada336,Asia,20,Linux,1
165ba2caf235499ab77ef6cacd6be813,Africa,23,Linux,2
5299d778ca184c24b439099c0de52321,Oceania,17,MacOS,2
210fb77d7d7b4c3eb96abb242069e875,Oceania,22,MacOS,2
7fb0c811275b4767b6ab875d3d7cd526,Asia,22,Windows,2
9bdd890a6c5747468d48708ea6caf2c1,Asia,22,Linux,2
1916927fd42c4bf882e9b691df855781,Oceania,19,MacOS,2
320c3513443146e0948585731042e507,South America,21,Windows,2
602fa22289624550a6f44ed693088607,Asia,19,Linux,2
d6053eb602b44724a5a83467b466a61c,Europe,23,Windows,2
0fd63621267047768445d36c930d6548,Africa,25,Windows,2
a53694c79cdf41378df8730690e32390,Asia,16,Linux,2
c88c527cb6e44e428bcb80ee61876960,Africa,20,MacOS,2
1b330d03a3da4ad3a74f5087d32cfba5,South America,19,Windows,2
d5ba5ef188ce4313a4f536dcd306a62f,Asia,19,Linux,2
0a3994196a5b4c32a21d043ebcdb595b,South America,23,MacOS,2
09f7fc53e7ee4b72ad4c55f91822a285,Africa,24,MacOS,2
c97041d6659248e29489715fb1427e87,South America,17,Linux,2
ddece5de0427498bbe6f319202bfe5c4,Oceania,21,Linux,2
ec200ebca0ec49049b7723e472120199,South America,23,MacOS,2
6b7736ac4c84492186266b6438f25601,Oceania,21,MacOS,2
475c89c242604a5890fb919ca88c5dc7,Oceania,23,MacOS,2
311516d4ec5f45a08be7b0c367025ade,South America,22,MacOS,2
767403bb24814785b07b9916837fb363,Africa,22,Windows,2
51fb34115a584745b05ed57ede13b699,Asia,20,MacOS,2
2d49c982510a4f6c80d0b256b1a6f194,Asia,20,MacOS,2
160549107565476596390b29bf43c49f,Oceania,18,Windows,2
bf00990459d24b71afca252708b78406,Oceania,22,Linux,2
6d03104d5c8c47aea316656eb108f638,South America,24,Linux,2
4a77b45a1c544ee3a65d395edcb3ecd0,North America,19,Windows,2
45410220aba94cbc8e56fa2fc1206bc5,Europe,22,Windows,2
7beb489d05714558b9b0bcc664740214,North America,19,Windows,2
507805fc5e86424e83062880d35f8449,South America,16,Windows,2
0a6f7d4b7a964688bcc3a107258f3b96,Europe,19,MacOS,2
43d9d3edbc1a49598e00f5ddcad90ef3,Asia,16,Windows,2
5fb58c539b074cb092dba07b89ac2ab5,Europe,20,MacOS,2
e748765dbede49c7b0cc734472e0ccb7,North America,17,Windows,2
9206f922de364a7db544ae1a74d2b510,South America,21,Windows,2
9cf03828d6e948bd87019de5f6cbf5d7,Oceania,18,MacOS,2
801ed62651164d6788dfd51fdd1e60b7,South America,16,Linux,2
e3d6bc58192d44f19b5a6059fa0978b9,South America,17,Windows,2
eb78ec0b3ee2459e95a3747288bc5857,South America,14,Linux,2
21e2c778224843a08f955a2ce45a06db,South America,21,MacOS,2
db1f0aeb55f44e4fa0b281f61afc1946,North America,21,Linux,2
29d66e99336845ef9c0ca720d8b30b7d,South America,22,Windows,2
d7fc55f1b97645b3816b776980c1b52e,South America,18,Windows,2
5fabcf07e260411a89260424745e4128,Oceania,25,Windows,2
24d9bf13864048c68c0f787144c9d6c7,Asia,26,Linux,2
716ff7b034eb4558a879a850d92ed6a2,Oceania,23,Linux,2
0413740da9fc4129a18a15ba367a281c,Asia,21,Windows,2
d932a76842664841962aec7a2d80efc2,Europe,20,MacOS,2
771c2ba1221a4396980082c3a7e169e3,South America,21,Windows,2
f284f2fea5124d6096a3373aeb33d413,Oceania,20,Linux,2
6ccd0061f9c44e118a4fc96454df111a,North America,22,MacOS,2
96779b7a399f4b9bb7ec2797ba771456,South America,21,Linux,2
049e41196c074312b52cd54dd6890e56,South America,23,MacOS,2
797f97a0ae964f5793c6c392a0f7a266,Asia,18,MacOS,2
22fee62ede6a4275b0db89855742fdf5,Africa,21,MacOS,2
9e23259821704db1923bd1eae1be4979,Africa,17,Windows,2
170e9cae6ecd45e8958b28f31ba14fa1,Asia,27,MacOS,2
a829263642f64250920c2d86b8c5d49c,Oceania,21,MacOS,2
a47c364f15aa4fcf91d539323ff1634d,Europe,13,MacOS,2
366f7304f804406b8c405abc7e016694,Africa,20,MacOS,2
aa1a6d2de9b44c77b495be7fe9116954,Africa,16,Windows,2
b0fc59fa4b92436dad554831d79fa7ee,Asia,20,MacOS,2
7c679ae389f840d7b04983632ac5a397,North America,22,Windows,2
bccea29e76c5496fb3a686715c4931be,North America,17,Windows,2
f1625c14537946fa81183716e968ab92,Europe,19,MacOS,2
b117d74609a043349d2884927cb75ec4,Asia,20,Linux,2
6f6f78c1fe35499b86724aadd8cb34de,Oceania,22,Linux,2
408adccaa75544818cca8fd97b89fba2,Asia,25,MacOS,2
d7898e9147a24b769962b1362cf8b00e,Europe,18,Linux,2
ff2c5ac9be0d404185a7cf0c9acdfab6,Africa,16,Windows,2
54bd73d0a95242aaa061eb942156352c,Oceania,20,MacOS,2
f3fc836c8a0e476cbcd45b6484dd7133,Europe,23,MacOS,2
24e1751689754773b6fad85074524d08,Oceania,18,Linux,2
f46bcdd1454146c1bdd160ca15365c01,South America,22,Linux,2
9d0d97c2b06b415b936489bd03f76980,North America,23,MacOS,2
d4552d5b3c284f4fa4dc231120ba80fb,Europe,21,Linux,2
655790b54a704cbdbc10bb1785719041,Asia,18,Linux,2
bfbd227352384d9a9292321a0597393d,North America,23,MacOS,2
397c87ca6bdf433698cd37d915325ef5,Africa,23,MacOS,2
cc86cb90cff44f2c96ae7a58d5dd004f,Africa,18,MacOS,2
9992aac5791142fdb182a96e30a44b77,Africa,22,Windows,2
8c5a966da6e543d7a1b6d7ce7e3770b9,Oceania,26,Linux,2
7118596cb88e4a7f983e5ba18ba656ce,Africa,21,MacOS,2
d23da97432a34641aae4df4a4cc9f1c9,Asia,16,MacOS,2
6cd775a5a9a6402dbea35eec56098c4a,Asia,19,Windows,2
f116176ff7574636a4a4ebaa2040ca2a,Asia,15,Linux,2
92c1ed6ee98b43eca23cbe3a60ccceba,South America,17,MacOS,2
bcbe55e863dd47e5b4695bd7c063d8ff,Europe,22,Linux,2
8212f890e0de4f8f872843c3469ca119,Africa,13,MacOS,2
e33de18dc6f34e038dd8ecb70678e909,Africa,18,MacOS,2
28897a3d37564115bb8a1ef1902d5d00,South America,14,Windows,2
27905719a5a44ab8a6bed2fbdc6cb5ec,South America,19,Windows,2
4d5e3286d3eb400a988dc0be5abfdbb9,Europe,19,Windows,2
501c86726d5b41008cbd0e41705ce9b7,Africa,21,MacOS,2
7070ddac20424099b76a7ab0c352c6ee,Africa,25,Linux,2
2184442067f447eab4e4e702994a4349,Africa,20,MacOS,2
2ccc3b0852f44c429c11a1c69823ecce,North America,18,MacOS,2
c8aeb80fe3b44e6bac21e1f906d62fdf,South America,23,MacOS,2
753283687d2946b4886646d4fb90d229,Africa,18,MacOS,2
b2b9a8d7f342480aa10116bbcf749e93,Oceania,21,MacOS,2
658d6bf55f084f9ca4cac35f4dd731c1,South America,22,Linux,2
d64dcc63b3624b568935a1a7e8ac4346,Asia,25,Windows,2
202584e3e41d45fb91117baed052196f,Oceania,20,Linux,2
a550fdbdae9e4ea1b579a015902fcf7c,Oceania,16,MacOS,2
81a4c5f3aea342e4b972f568689553dd,Europe,19,Linux,2
3561327dc3b443f98d638673d0b681c1,South America,21,Linux,2
440c6b64b9514c5493f70b548a80cbf7,Europe,18,Linux,2
9b074e02781647ab85f502d15dffc040,North America,21,Linux,2
2e485a7ce1e04318b1cad8c10f5051a2,North America,21,Linux,2
cd4ec4ec4d1440cc9e58077de640accf,Oceania,19,Linux,2
44011455d89844bb86b2d97f6fe3c9bc,North America,16,MacOS,2
c86cb41a4b4a4e8dabe0865f25f007de,South America,22,MacOS,2
7d5549101c4c42c8ae4580494f7b03c3,Asia,19,MacOS,2
d17c960e5baf44c68acb12d858f5b2d3,Europe,21,Windows,2
f37026cbd8a443829bdc8b42929ff683,Oceania,18,Windows,2
6907976105c7459aaece5619b989853f,Africa,18,MacOS,2
0c0c3c67759a4dd484aa8994735ca4dc,Europe,21,Windows,2
5a1676d85d8f455c8587fb29c6f4cb18,Africa,20,Windows,2
5384495044a944e09f2aadfc745b69ba,Asia,23,Linux,2
10b8bf9bdbd74fb9a3c6160c910c978c,Oceania,20,Windows,2
e28506937cbe44bd9be4b98d7f0d0186,North America,22,Linux,2
fb7be615453740008a9f95724236f78e,North America,16,Windows,2
58fe4a705ce04712beace712b8cebbe9,Oceania,19,MacOS,2
a90d0f32afec41f0963dbcce6676a828,North America,17,MacOS,2
098f87c535b0449499bb6f960bbedcb6,South America,20,Windows,2
b076c1fe9d804874b8e3577e46f9f49f,North America,22,MacOS,2
002e1e8a23cf4858a17f8928630e50c8,Oceania,22,Windows,2
c3ffcce9242141338af0e73980bb3336,South America,23,Linux,2
2fe540169f0046448ee78f3489660406,Africa,21,Windows,2
0ceeadc17e9f4b68b7fe9fa196847112,Asia,22,MacOS,3
dbb38398e8ba4b54a6464ced5e1eaea2,Africa,19,MacOS,3
48790949cf324ae096b3976cad17a24a,Oceania,22,Linux,3
473c6b0a956a43ada68acbf1a8400b9a,Africa,20,Linux,3
9cb69e7191ad4b8d9f18f92c4e7aad9d,Europe,21,Linux,3
44fc38512361417b96c7e2f245a73030,North America,18,Windows,3
f895bff7178f4406b95b4418e88ae2b5,North America,17,MacOS,3
fecfc9cc1e8c4015b586216d4d5fec06,Asia,16,Windows,3
7ea6db5f9a984a06a582f7ad7d157a12,Europe,23,Linux,3
d248b7bcdc204a7e9680e7800420fd3c,North America,27,Linux,3
7244375fdf2d4c2ab4714c2d3a735176,North America,17,Linux,3
ba9641b84a924861ac4cd20527118105,South America,21,MacOS,3
c6f354f464b24583862df74a28a3648a,Asia,19,Linux,3
2a8ce2acdba0441c8e9e044422321145,Asia,15,MacOS,3
9ef4f738ca404e128ad00fc5125273fe,Europe,16,MacOS,3
d60a2ac242024a8ea5595ab5e33caaf5,Oceania,17,Linux,3
0d68b7f46fce4685b2d6a3bb3e889b44,North America,20,MacOS,3
1b10f70c6bc348dc9967f70046c80721,Oceania,21,Linux,3
834474baa2da47699559d63e6e2f5872,South America,15,MacOS,3
6dbd48b6ec954046ba1029a535291d96,Africa,21,Windows,3
3892f4eeb5fa4fe4b0ee32b554eca6d7,Africa,24,MacOS,3
3e0058c6dc464d75aff5945a83b9dbd0,Africa,18,MacOS,3
248d345a3ab1434399f4bc173b1ddc26,North America,20,Windows,3
ad62540b72844bf4a80347add73f391d,Oceania,19,MacOS,3
85c64a2ad7b44e939a1fa7229b6fd8de,South America,15,Windows,3
229b6c1f212949efb5876855c81cd848,Europe,17,Windows,3
6360041d2c3d43ff9c585ddc9fbba379,Africa,16,MacOS,3
a4861b0e595f4cb396132063d4d6bc49,Oceania,27,Windows,3
b0a82d1bfbed46ddb7edb171fd6ced71,Oceania,19,MacOS,3
cd334c466c2642dc823cc3c719f68511,Asia,18,Linux,3
c075b134584443b08d938bd4c9339a1c,Africa,21,MacOS,3
761bb325c2ed48efb409daca793255f7,Africa,21,Windows,3
31e05dc8276f4d81af4dd74fbbdbc320,Europe,21,Windows,3
572f954237ab40e3bf60f3b4987efbfe,Asia,22,Linux,3
f75af66c11074801bf2adfa4f1451ce1,Europe,19,MacOS,3
f0369457c6c54853bf4eacbf80f5f1f2,South America,20,Windows,3
82cab2351023410cb09569ea7e9a5d31,North America,24,Windows,3
5689bae9aecf4526b0e37569c4339646,Oceania,22,MacOS,3
fe0210760d8d4b2a8d1c702f524fea5a,Africa,19,Windows,3
200633dad88f421d8d2c652881cdb530,South America,23,Windows,3
77ca224d1dc4404a921151f556a4085a,North America,21,Windows,3
f063cbddd1154fcdba342715a3e36382,South America,23,MacOS,3
471655ae89ea4b27b99ef4e64ae83b36,Oceania,18,MacOS,3
ef804f3adf064ee38a6c1c78194bb6c0,Asia,23,Linux,3
31c6304558ea443d820cfa5a50cefc25,Europe,16,MacOS,3
b5603819787c4c5fb979613e910c044b,Africa,26,Windows,3
886b3df4cd8a497eadf58e89edc70153,North America,19,Linux,3
b5b559de05ec454bb127566bbc37b4fe,Africa,14,Linux,3
e429ee10103141e5a7477f850cf932b1,South America,25,MacOS,3
dbb6ab2398314ccd96b471be9d0fa142,Asia,21,Windows,3
961428bd823b41c2abd15ef9a890c3fe,South America,24,MacOS,3
8278dcddcbe54249b132745b099a03d8,Europe,11,Linux,3
f5e18ab45031459eb5727455fe00e4cc,South America,20,Linux,3
cc9e01124b9740ea96cda2571d871d74,Oceania,22,Windows,3
993fd9e77842403bbf054851c5fee5df,North America,16,Linux,3
fea44da897cb4ef386effbd8f883756b,Oceania,20,Linux,3
1fe0db9f8e894639b227261bce50da6a,North America,19,MacOS,3
c35369b3f428426c9579e1d563ac8283,Africa,15,Windows,3
b9d8fa044fa94191bbc2cfb9799698ae,Europe,23,Linux,3
22e33471d49e41b5863eeaf362cb1dcb,South America,20,Linux,3
9f2bf06fe392408aa6896d940829f19a,North America,18,MacOS,3
ea9d3c4f155f441c871f6afad0b87272,Europe,21,MacOS,3
840d1da8a3df4056979aad226d2207da,North America,21,MacOS,3
dafa62b169e4401ba051f7e929d9a942,Africa,21,Windows,3
d82b8a34458b44fe956b3620d88163ba,Africa,21,Windows,3
4e4350a710524fc49d1b0f126ddbb75f,Asia,22,Linux,3
aa817f04aed546d9849b606a78a84513,Oceania,21,MacOS,3
56a711848c9f4c7ba2918193e1e0cfe1,Asia,25,Windows,3
4f7cae9f3b384446a256fd9e6b9a5a14,Africa,22,Linux,3
fda1d7d134ee49c38660eb35b500aec0,Africa,23,Windows,3
928d79deb11d421eaca4ce7f2c188951,North America,14,MacOS,3
78c72d5326dc4291956a477b8657068a,Asia,17,MacOS,3
8f5205ac64ca4f4ab54baaf7cf0665a1,Europe,18,Linux,3
986416c4148140f996480bf487c3ac01,Oceania,25,Linux,3
5e77858bb8f24f72817b40c7f8e95531,Europe,24,MacOS,3
83f487eda56045c3b2e967ca2e7b93ea,Asia,19,Linux,3
af0247e43fca428498404c68e605f45f,Africa,23,Windows,3
87526e5369b3425b8a9bc4f50be25b22,Europe,20,Linux,3
6ec147b5da454b508be24632dfa41af2,Oceania,15,Linux,3
5d294202d71b42158acce31232796b72,Europe,21,MacOS,3
d68b78ca44ba4573998531ca256fb980,Oceania,26,MacOS,3
711f569497f64f71b5be5b8bce46ab76,North America,18,Windows,3
efae8d398c72406b92d3ba93f287a2aa,Europe,22,Windows,3
b2a863acf16d4a5d9b1c5a3028e4ba3a,North America,20,Windows,3
29537ce8934a4f1fbe20a0d0b03691e5,North America,19,Linux,3
e4b24b1f0b0e438d9eebc232f49b1a3f,Africa,16,Windows,3
cc3bf305961d4d2c9439e6f23c6b6de2,Africa,25,Windows,3
3c0e4a28b530483db29938392cefabcf,Asia,20,Linux,3
17bc60e1fc7a4a14b8d81248bb3ac446,Oceania,24,MacOS,3
be29d81fd6ab4ae4834d252d05f9b479,Africa,20,Windows,3
84d6380a16c44084af06272594475172,Europe,15,Windows,3
e34a0b9eb6974df2aa7a346b9c271047,Oceania,20,MacOS,3
44038ed80400484289476d32628a0791,North America,23,Linux,3
6809a09c58b0410eb7b48884e6919d15,North America,19,Linux,3
a18f030277ca4bbfa9dc5cf3b3570de9,Oceania,17,Windows,3
842bd8b9198e4c87bef948c1943ec335,South America,20,Windows,3
01e9a22d1c844410bb3e17f8559854fa,Asia,22,MacOS,3
3e79b288fc8b4046919441152599a9da,Africa,23,Windows,3
0239dd7be90b4120ac34eab7232edcf3,Africa,23,MacOS,3
870d90c6ad414abfbb8d2726536beca2,Africa,24,MacOS,3
4628ffa320af4a3fb19e42eeaa727335,Asia,26,Linux,3
f8ac09317e8d4d7db9e64b6bb8c81d10,Asia,20,MacOS,3
05b63f9e03d94d1591574d568f18f4f7,Africa,21,Linux,3
5b9dd0caff844d2cb0ac75b37a8bbe3b,Asia,22,Windows,3
0525dd2eee5f4480ac04a93b89ba04c3,Asia,19,Linux,3
7aa3ca34fff14b2f933242d3c5a804f6,Europe,21,Windows,3
f19670ea732f4ee588fc8648aaade983,North America,17,MacOS,3
9488089838b3433aae97ae24cbb702c9,Oceania,18,Windows,3
44af7fe325254c9884b8f4e2855385df,Africa,17,Windows,3
764187b7489542e9a9062d62091f223d,Asia,20,Windows,3
ce63e1fb29cf4c138768fc000cea0488,South America,17,MacOS,3
796fc0ff33784ea8bfc30ba81e795c11,Asia,25,Linux,3
f8e714b72bc7472d870e951878b8be1e,North America,25,Linux,3
1e9cee764945473a86eb992e0ca8f666,North America,21,Linux,3
89c8eab41847444ba523993480ab19e1,North America,20,MacOS,3
3f8ab1ee7918458495852e71c9311934,Asia,19,Windows,3
21a05e95c6f14adf800063a3a80147c1,North America,17,MacOS,3
49a2b3fe23de4af3ab8dac4183982018,Europe,17,Linux,3
6b732924232f4adbab149de08fd36dc4,Oceania,21,Windows,3
30e9ed5469204b1fa7e7d838b804e986,Africa,24,MacOS,3
04110fe17a48495bb517d7db29d44af6,North America,18,Windows,3
dc3889d3f03946bd9d29ba60f83a0ffc,Asia,24,Linux,3
91c0da4527454811ada65f8d7a884f99,North America,22,Linux,3
e53111bd4a7b4405bae73313a9639e4c,Oceania,25,Windows,3
a9e586cbb73b40159102ebf43b098f6b,Europe,24,MacOS,3
115b2cdcaee74edebf8321ce61beb99f,Europe,20,Windows,3
bfe3826e6b5248b79d4c9100faaa503b,South America,23,Windows,3
30e1ca05d50c498dba5ca2c700af8114,South America,22,Linux,3
7ca8cbe5c296465683629d6ec028764e,Oceania,20,Linux,3
ee71b57df58c4020a350468a24a797f7,South America,20,MacOS,3
251c5a32c8774d039bc21541e1209021,Europe,24,Windows,3
185935a9891b47f7a2604b977d55ead5,Africa,22,MacOS,3
f848f12da79442ba964383473c610aac,North America,20,Windows,3
92a3a727707b47e6bc977fb1ad46ac03,South America,15,MacOS,3
63050d56db904ff48881d4f2bd621d54,Africa,21,Linux,3
1ca98ec63ca5447dbd91bcfb12f4c424,Europe,23,Linux,3
45688255a80b48988211f9c03efcc2eb,North America,20,MacOS,3
34bd11f2780d4f36ac20a4bef46247fe,Asia,20,Windows,3
c7422b09ebb84af38189e9513c33c5c0,North America,20,Linux,3
23d8a86889f54f0796d7bcd472010ac2,Oceania,19,MacOS,3
0ec8901331c941798d187581cbf214c8,Asia,19,Windows,3
8eeb92780ad54a869bd211f74f4b9861,South America,19,Linux,4
22e6ec37e83a47ab9911f3e8b068f554,Asia,22,Windows,4
d8c92ec7f4a2405fbe14532101277418,Oceania,22,Windows,4
306235e5a48c4fb9bb54ea4fbf3f8bcb,South America,18,Linux,4
2849bb760a06411f90664699a9176d4d,Asia,23,Linux,4
3c661aca50484a4082d04391bb6ea8c3,Europe,20,Windows,4
14a5d51d32d84b9389b0b0949daf2838,Africa,19,Windows,4
c12849bf324c4e55bd67d770a4d31a69,Europe,19,MacOS,4
a6ac01eba97447cd92dc3e4da2dc1939,South America,19,Linux,4
d67f6f50bccf44babb1c4294c149a66a,Europe,19,Linux,4
1a2d93c26b04448196fdced5321eab16,Europe,21,Linux,4
fed2c0b4810c43be9a518bdac17bf664,Asia,23,Linux,4
132286f609474720a02b56b9dfa61f81,North America,20,Windows,4
d3de223f8f3b4ee09d06e0cc11c8832d,Europe,23,MacOS,4
30c5f18ebb3c4604bdb0288b22830ccb,Oceania,17,Linux,4
c95251fb79f440018434b09cac682a1c,North America,22,MacOS,4
53021a82d8d347ef809aa386cf97972c,Europe,22,MacOS,4
9c4539f4cee44b7c8fe7bb8e3226a1cd,North America,21,MacOS,4
73abf389934a411fb2cf122ed1bcd4d8,South America,19,Linux,4
f098b4b29a49464ca6420ab1efc5de41,Asia,20,MacOS,4
1f9a62faa52b428fa649d77e01eec6c6,Africa,17,Linux,4
821416ba11e945f6b2e45b65d4124004,Europe,21,Linux,4
441d3f3efbee467bb97867121271cbfd,Africa,23,MacOS,4
8d054083fdf44ac98feab9aa4c177a97,South America,19,Linux,4
d8d3bb3a6b8e4c52a1eeed310e9df401,Africa,19,MacOS,4
be2992ccac0c46579069ff4e01115eee,South America,19,MacOS,4
63459688a14944b09cd42a044c600f46,South America,18,Windows,4
