item_id,price
0c346db34da648289ed78ffa21e88887,43.39
44122471547e4f76bfd2e6e16ac3f655,78.68
4b1da9b1cb334dc3aa9b9df24dd5829f,95.48
9b41bb53aee245d79ab89038442436cd,72.67
e910e99f3f604b3f881b8b4fad625ec9,84.38
255f787b094a4d31ac9f76f477d1d05e,64.71
71f8098b2fab45ecb57beabb6c57827c,73.18
dfde38baa71f411e87051fde6fadff4b,26.27
cb5ff3408c0f4b0cb6124f0cf4e67c55,56.28
baa2dee7b07e499690e21c46da302b72,48.37
a5d09c58393542c5b286f9ce5f21ffef,98.55
ea86ba6a2e4747c0902c679a3e7e1b32,10.5
41e62eb0a5fe4ebcb3a390ade277b312,80.67
17f645984b1f4c0992c503ceb1500daf,32.85
b5b3d6a2b1e547959984f0eb0c0c7477,49.53
fffe7e9e7f76407c93d6f89e45433c38,26.1
673e56b7a5e946ba8cf9640a0766c1a2,71.15
8846bd8cefcb4028af974c939a7e11ff,98.65
07d83c36f3f04dfabde153e683f745ee,40.58
2dba9b8d577340b1abc052f6e3fff7de,10.25
d00b7979e93f4fe69403a4f95572e901,67.52
ac0f5fc61520492e8a374b5395ccdbd9,55.76
84088dfc9ccf498c8707a169200be8bb,63.28
de35958801ff46c0b9654ae8011a122d,18.87
4b4c12cccad74a609c456e6cb309ca02,5.67
8665a95926ad41f99f052f83f1b5e099,98.93
866a971d863c45b6bfcfc15fc30aa68a,65.82
6a430bf80fd54129b1b95b6c03bb29eb,52.93
e8cf7d92de8e48aabfdbe3c81a6e417d,74.32
9278c385c3e7494183219fb4bb5de701,73.15
c8ecef3efe3745e39da59819cfe6aa39,13.31
d3776f48ab7c41b9a6d8e62b23627ba0,39.68
c4a91fee1613488d9116b459ff84d6fe,73.55
99694581710f41b5a13219808f5f0669,97.88
2f9c278c8cfb48b3b0bee3619842a2dd,27.14
261f85f73056487c911f0354091d02a7,67.32
330c6d7231cd423b8093edc48aa316a9,4.47
878ab7882b3146bda33c054592387317,21.71
e401c577497244f295a9ce20c60a2598,16.11
01ac82a76e0643ac88e2c4d1baa211f9,47.27
f37d640d29994010a4bb0ac04e207efc,27.32
d0f1123386ed4d26a1e2e89d6485129e,7.37
dcb9091a074d43b997955723c2925e88,73.08
722c06d70dab401996ee2a1cb8d49fbe,23.14
652bfed06e504abf95faa8d1c440b743,10.32
1aa76863ef6e400a9b8b90de4a1dadc9,34.34
5070afaee0cf449a972b7391adaedfbb,44.79
a917f66a26af491f92889679af520701,69.08
796c33af56244ee29b73c52370ed5060,16.19
de101f18174d429a9fbd6ac99a63a1af,27.12
9508841ab7a14042b2353a3b72584aa1,12.5
79e8b5ba95ca451b8fc05c833bbd973e,24.5
2896b0cda4254bb5861b78594e01e0ca,41.09
5aba12ec0bb5425f99cfc6cb76a97371,66.62
91f1de1f0ff84db4bcd6c21678eed34b,40.37
c10a7061bfe54ee9aa5b4273151d5302,53.36
8944022e0c684f31af2b281d8af20c48,4.99
ec5cc9771a9244ad8b261ec2baa2c9e6,53.61
6245497e953d4574a7df097ad92d34d0,35.91
0db244582fe446dd9067b463d699f9da,57.08
549f0973e7f5482ea27a77881ac621c4,42.07
29c06dd4390a465281b3061e0beb8666,72.41
3b0b32158d9144359fc1724de0be833f,1.26
35643cf48139470abd3164d01ad4957f,85.8
c657e2afc56047d4ba38034431c45bbc,66.72
fbe0ca4a95414e0690ae5106b507deb3,52.26
1bdc6358cfd4461cb11f09a513179835,37.15
25a21858de8546509534591a6e0be7e2,85.86
695c6549c1224b51a218bb42d52b317f,22.92
ac682a8f4080453dac0ae8d731567952,90.6
463da6b531ce479b8080cd543d25f4c4,24.15
fd1b50a3225e4374b1a43826816c6861,99.13
7269097613a1406ea4a33a693971a4ff,41.5
5c702d38fc1f454189f68f71b0b91696,75.91
1a256c4a445c4c8e84d5e5e7f102c211,21.29
44b62a2ea9564e3aa5974a49d839865a,20.4
01fab85995cf4bb0ad91f758e87291fc,58.75
50108bdcd2e14b059bfd55abd427f54d,56.42
a9c38b446a104ddc955ae2c564ee83b7,56.21
650c59ea10ee4a17814b8aac680fe391,35.02
3e84286f8c454cadb728cd8c2734a3e2,34.95
2c9d2df625c5453589a607c7da80eede,9.3
278569f62aa74180b39e5d72f8575ca5,59.71
08d5182d1b4848b5968ad18b6d7a7f5d,37.15
af486cc390a34248b56a0a58e1087ff7,92.01
2ed92e7f5de74948ae508c1b5c2d2881,27.51
b538d685596c459dbfe7186f0766a39e,7.94
be57a3421291459fa4da19c07407820b,67.07
97934968a6b84a55955600ee2213ba38,43.53
9ca25fd5038d4858b4c9b678f0f3690f,5.21
6fae21f5f6334312bfae9348b3440369,23.9
fe4b1d4e273f4c559306b543647e6e80,83.82
7d09b59885de4662b163d35ce0dc9135,51.39
65c13c74ad6641e4aa490fba47f5f332,17.2
69404b10d11d41f9830750a7cc746a62,17.53
0de5adc7729d46e6b2780367ff5e5903,42.82
92827e57ecea4084a3169e075fdbd94f,47.11
adc9a093ae4240368b805d8ff44102a7,41.31
ed4b9ef8cdc44b9b91c0d34d869d6e7b,19.5
d253776a24144642957163c07b22d2fa,77.94
fe497f869ef14c68bd98a4ba80e123f2,37.95
0ab0aa15c36c424cae3fdd897cc1083c,7.09
fc2bec8625414ca78e2c0d7d81b7cca0,95.8
b4f485c730c54acba66f4cd03785484c,24.26
bfbf4cd17a0348d7828a9c8227626d56,13.21
a038fa08c82d4a4ebc37eb9787eee766,69.73
4e9da875ec4b4dfdafed493ef34ba480,22.43
f06796cf75f24c2fadb9753e1d88a134,35.54
e3c214183d274e4d8ab8165ce75f9bdb,31.99
e4a86eb30601415b895e167a59cc4e8a,22.03
36c026559c7544859e0349694c364931,54.64
c47f4d474d614fe9a5238172fefe4317,27.98
bb92ccf10fbd4525947e12ad33e1e48a,74.4
ae37421409384cf4adb05f71357e52b0,52.21
9518952bdfa94ef7ab1085fd1ad34690,32.71
5213996b9fd6488b9fa80cc7f05b31a2,58.14
210fac9cf1d44c61a136338078a952f0,25.86
50e618b1b2154402a7845585120fc83f,51.98
1fdc5bb7cdbb423c8c9231fc8b07a894,87.94
7791655b695f42afaa40ace904bc2f4b,72.56
6385ac9bd8014652b06dd0d8d1904357,11.0
a789a848b0824d39a98c0f32068e0863,79.73
5afecfdae1894f0c812b3979aabc1b73,64.04
893f5e74089147b588a441e28d738c47,98.94
d5b53dc17dcc44a4bf45fe23af24251a,68.78
6098c54434e54004bfadb6b2be2bf333,63.8
cb61696347294719956bbf897871ca0e,91.27
c031fb4c8e234ebab6a395d118587148,48.17
ee3ec41590684d75936ad4d02a3c355c,98.75
18c9870c727447f6896d20369ec144e4,87.3
6b8d55d8fc4d45c19f447a03b9c36106,46.79
25c4e214c0784f6cba513253dfd1b1cc,39.75
fcdf297c141b48028dceb7bc960723ee,41.97
358b3a1626124ac7bd97957d03efc5ea,40.36
4749969fa9e64b88b64c6b4592f0f28c,10.03
99cb4a56c9574413a5baf22f0f63cd63,89.65
3b2104d32e454bdeb2bdb30e8399579d,36.03
ab1422996c1c450d885138888d508181,56.05
839110716a1947de8fcaf2358f47dc2e,68.8
0a0280ea9f5744a194473ce1e61da34a,58.97
1a952d80729e46318bf4703f16ec983d,14.97
e0091eeb967349588432cfb835453f7a,42.31
ce83ff9276334540883cd8542a754b95,79.43
9b3d010655ef4bab92c36705871d510f,55.33
7221c6065f594b0c8518bfcf6d4b33c7,43.27
a56d6a77ba794e2e881e57a6d6ad95e6,11.83
ca3370f07323497ab96b0bf94420cffd,63.14
3bc50c59e74546609f9eba7ef8723491,59.96
aa856dbe6b324fe38cd605d24a457cf4,57.01
2c913ee46bf545fe8dd1036e36b5a234,67.4
809c6daf4ca3428da15e150fecabed96,24.61
bd9aa05530564a85aef0da2374d3f9bc,90.13
c6c318b8101143e1a41519ae75548786,42.61
9180704cd3ff43f6bf2ee593315d1933,48.08
44138e5b58cb4f6b8051ef47adae8270,51.69
ef4e8be210704dfbac99d68014e79d7b,38.24
77633cc1c59a4b388277bacac51790e4,39.51
9f656881c1fc40beb4875391f245f84c,4.06
0acd34a2f495463eaae5ccf8be1adbc3,63.82
c0fb954b00b64b76b051589145f4f3ab,22.24
d75c5f94efeb4d7a88e61765337c73ce,40.3
5558e9039df54be982766e9ea22780ef,10.04
b1795ba46c684c5bb411512638bd302c,13.78
067be71f616a45568640d5f6dae7368c,44.54
92d1418aaf224d1aba02c0e044ae88ed,1.08
2d930dfe418f4902aee33427eb57ac56,88.52
4b9a965c44b5476795eeb17f57174228,6.14
2c512ea1e0024b0d864cb031401fdac1,49.87
ee0cb1390a0c4fcd9479c960dd29f885,95.47
64e15a586e584985a54981ca98b20a4f,34.7
e483d1e2418c4eabb21bc9df22326fce,8.81
11bb4146d3db4cc682189fea5955837c,20.04
a99a7317c6664337895fc7a5e15905ae,42.36
3ddd7750f6e04bd2ba04ada5cdc12e5e,40.33
5686171c543b4a159317e1755aaccd4f,34.82
ffbb60957a2645b28e927dd3f5d16942,26.95
82bf331d4b904799b3c43c91cb118496,18.07
544896231aff41ba93dc08eccfd3d6de,89.97
d42c3bf3c9f84d5aa11cfa02df24cb37,66.28
a0e905aa33004fdb9604f270e2641447,96.76
fea0f979bf434dcd880d48a99fbc7dca,48.56
e6de3dc3da1a4ed5853374843d62b3f9,80.34
b0d8ec1ee57c4aee968f8252adba26ad,50.34
7bcb25642be547d4946a02e565e73a71,22.97
05fb32554aa240f68a80805206489494,65.91
817e05702b2b464193153d5493ee9302,40.46
12024c9fea0d42a1af65261037c74cdf,70.1
3b4435f2590d4f558a4d1f6d634d1524,35.3
2d01eada27894806b3bbcb0421aa2f0d,14.31
b658627fe1544e989c40584dbac1991b,64.59
3dadd27e4df04fe18d47aaa40e8c6969,78.95
6f188f49ba054e03a7629ccbd20b39a6,74.5
4c1eeb66b9ee42fbb6f17f8ef5aac3b7,35.1
488d5e18c100448d9727bd114d905fe5,53.8
76c8adf35504452faa28829c4763777e,67.68
9c76360b9f144b09b6471a5c5278dc6f,15.26
4ca552fb37b0469f88a020de7246226e,75.2
fcd3a4552e52497faef20b61f754f048,72.69
070d6147038644ca80e7694171e3ca96,69.44
64c6d9211a1c4ee998dd9eb6fe5a2df8,17.61
271bfbbbd3b04da58d3a0389921280e3,9.04
05574297bc444446b7808ee60915d7e9,65.92
ef1db927253940dba2708f5936b2fca8,63.11
f58a11b872d74820a5796bc94bad45b1,40.38
078ea97fd746488b9c69ff6dd32a62ef,85.54
f664ce12ba184f80ad8fd9e5fc233895,16.88
65279baf3fdb401c98421cb54442de40,52.27
013352c6a76a4260bcc59d76363a50c1,78.66
3b238b98a78f42d49ea693ac303853da,77.09
d5eba4c8aef94160b23af2fe251bcb7a,38.47
7e33eba93b1e40dcaa7adac20e767a4f,15.7
834cc4ff59a94950852969967b83761d,33.03
58e765a46c5c416f946db46b07317fa5,33.92
cb901f9bd64542e5a566261630c8ddf4,76.18
85a2593a0d294a1c8ebfebf4b1e3627a,8.39
401ac4ecd87c415c870f77e3346772ee,24.97
440f56dad42348a1adb126a0750952da,12.39
5000452142fb4029b582ff07f1db3852,53.28
a04be46e47d6455b89aca77a83737c66,9.55
1bf15930782f43c389f81d785e6f3257,24.53
c09e96d4fa8e4fe79855321ed4850a48,3.62
a0fab26e2358461893744e06b6367fd6,49.28
4379052618c34222b85b1bef9e17b81f,4.9
cb5bf963861441a595adc407ade3fd5e,84.37
2662bf0e58284abcaf3a94228ef15ebc,25.13
e687a6721a854cdb815982dbb3ebf96f,84.44
c3d9680aa4a3460c90fea16916c1bb9b,43.16
44376d5494f14b84a398a1678a7c38c8,99.32
313a16314361410c950f2a1c8c21aa4a,28.75
04476479f3c14d31bad823f1faf93879,5.23
3fb69d409c944977a996d1d800b82a57,69.31
043b5d3034f74152982509472e400824,80.29
02807a7dc3384bb2a3f3083fcce2e79a,95.88
775981d26f434da7b2d6e57ff8c6b536,82.82
dc59660f96bd4059b07331ad60c739c1,59.01
df4722c28ee141bf9db474caab1b3275,44.98
0d8966381b174a08b7236a845527f5fd,87.68
e8a889f0dfbf431182af98fe1e2e2f0a,54.54
6a9dc68c88b64868b49c02a82322a971,23.98
b03927baf57a49f6a2a1c0f3d98b6a2a,98.34
acf99fff1e7b4b3aa6de70744c4beb71,32.82
471abb1930ee4e3c9974c1fb9235c276,29.24
40dab0f014854923b0dd40ade6984b7d,10.77
65248244aaab4126be499b119abe2f9d,3.26
8ffa0b1b059d4bb58e2a2b0aa220d568,86.0
816f423ae2a34df9983135c523088255,95.63
2c5df285f27142c29c12978d83e757b5,95.31
fab30f2cfebd4a31908561bd98da464a,69.46
9d1eda909a904847983f085dd913c6b6,57.48
ead8d6f4c6bf4bd683bef03954be4406,4.41
c92d130e8e9049a5b3bdee7ef63b4c36,7.24
bb89c7c8872a451699e10e963ba9753c,67.13
27b803ecf7d0468da7d52cc42283cc59,36.83
5a47639012cb466db506d36719412ddc,17.18
260cf7d68e724a6788d91e018606d402,20.48
f5b9d34ea1974e9b956600d17ec395af,37.32
932fda4ca8374708a2cba0018c0edbe3,31.46
36b9629cd91046b3839f44c990d37d53,35.24
bc1345ee4e814c758342180a6aca147e,74.52
d81a9e90fe254360a20fb834a846bb92,5.95
af9653fd51464e6c8e3fa86d9af57f27,87.2
e14895b06cc546a788ea635db235106b,66.15
05bf0d6cbfa64f1d9188a23087214c9a,16.65
5eecb916c97e4d04ab3e144d71205d70,34.25
85b0fffb324b4a6ab7a6b9962e2fb3f4,1.55
e4dcb0c9cf2f432ba961740230ec17cf,40.95
bb61dc0b3ee5494a98baac0896254f39,9.29
701f4f923bbe4302bb69add3e7135f5b,39.59
10ca2c2ef9e54e3386e3d59df7c2b854,98.97
5483df8c420c4382babb4d8fa66c03d8,56.46
8c036a0187a24a7c8180ee01594d053b,56.36
e4403300ac2b4671aa89db8b2eae2359,92.74
1051ffc7e8204b8aa0a037fdb0b2b452,67.75
d2e9454cad2f4545ba36db6c6be51b00,44.52
5f19afde08404ab5952187a423c9a2aa,45.8
2d3d9c3bbb964a17a826f4ed7e62bbf5,85.19
2dc2d236f3524a2d9d0ab0ababdda708,36.98
16ba5e6cc0224f378643250eef4fde2d,95.61
b1c0042961224b1baf5054578c001825,81.25
34ca2fc6e4a644dab8552dee6160fcd6,52.85
733d5567e9904dfa92db54baf58ce8f8,65.8
873d9ecd361b4195af3c86a2843ac8c7,97.17
6a96d9bc1b11492d94caa09c0d323443,74.93
72a063e6920c4cb7a4a74fd2c50338ed,56.62
bd9f4f779c8d48409012aa4f81bba4d6,95.93
8e7e82279c5941bb888d4f7f83357a70,48.98
b9569ecf351f44468ed0a5c573f9cca6,76.47
f90cbc8f13384bdd858fec751e6d88b8,10.97
0dc4b063b64149089ba3b2db39bbf3d6,43.57
abaadd683c0a4332a24854a421dfc704,68.3
fbcc5277541046a8b64f05c163304ab5,65.82
29462fcec58a42928fc116052a8f93a9,28.1
9e88663db5f0449684462023b6d08b74,88.02
6c6d486c073a4c96a7d2d35c48c070aa,91.17
393d3bdf75e24bbdaea04af8051c5575,30.21
282b63f5ce93459dbb3d163ec420313c,71.79
1ffffff7867d4e55860d1d72229aa7da,36.72
9802945d86ed4ab5addc0d93d88f6b92,49.53
13e252a8355f44edb1a911580ceee117,71.97
c415a879f0384afdb2891ae0abfa4dc4,32.88
a8985b33e0ba487e9d3f2aec7d9e88a0,63.92
ed4550dff5064299961c5e4d1860a7a3,24.75
1338945974574280abbe8b5c7b08b57f,50.01
6844991e5f2045ebbdb03fdb1767ba8a,54.82
a1207564a1c34e01bf7af27f805d4ffb,5.72
709dbf5192114740a9dcca53f518a2ff,24.78
cae460717d6149ccaaac4f780ddd0ba5,90.92
4bde21c6cfd749019f574c51ae839d95,71.92
cb8bd03a2cf24b01b50619e01a4ffd66,73.56
595276b1266c4aac9fd09526aa315acc,34.96
12bd772747b542448a97be5709398fa7,51.74
a9e65909a1384e098df7ad74497f5a14,41.85
ca9efa6b070047e6ab2feb434ef3f9ba,7.92
fca2529198594cdb8fe1a75aac3d1851,80.71
38eeaf293bc2405990446fe96aa462e7,85.74
1e80899d886e4be9816ffdb80d6616e0,64.18
f9a7771ede2249de9baed84c78aef79c,62.73
6c2175f4307a41f880af142e784d0351,38.16
aeb5665c02c24e8aa875f25a923e12b0,85.6
c5997d85cd5645f68fdd1e43570abc0a,82.57
267fef76899040249d8741f29baa986d,80.41
7b3ee6c2dd5d4fdf8ec1d5b7d1955042,25.65
f055a785dedb4b2dabb4ce2a6f851d16,85.67
124ab91508d049b096588e9536e29c03,17.6
33b08fe08be649b7a756ac75ae778236,14.92
61fee2db3f9942c39f150860c9b02d49,21.6
8169a8fed2224e93bad19c8dab82101f,82.09
b8fce8c8d9ad43ad912b86545dd04b1f,7.59
cd046d2b824c4e27bb7f4d9835ebb008,67.95
f6b617ac9d9c40e0a2dbeee17a9ea09b,42.66
9ebea4161f384c3e985a238138a61285,97.46
4e4c6457279046b7a7f3ed07774fc689,20.61
685100bd47f54c0d86c8b66009e2754b,82.6
05e4c7aec5554693aad6fb8e7d4b53c7,90.41
6501c178000a47209a29bef8875f20a3,41.56
e5f571e0674243f9b668cc46be7e2175,44.22
ea4b9c95accc478d81852830329f5b44,46.63
822d733c7de3441db6237808fc9f7fc0,12.94
b243c301c3244aa1ad7378961b651bb0,45.17
b3e7b751fdf64d96a789c616a5724edb,72.46
fa8a544db6f6494190b1e30367278350,1.81
362af81d61c14becaadac93e754c7f62,48.88
84b655eaf2024ef68c1f21650be9cf98,35.29
a10fc665f75d4875a923d8a0be939e0a,42.84
6380815f5b1c4caf90c3d9284256e263,49.23
5c252c3eb42d4f778e9c13bbf49137ac,60.73
0b32bdc0cd4d4708903349680553cff7,29.19
80674652cf8c49049113e2db03b026cf,18.0
e29ca1dbc5f3423d8ac84db8851d8c12,2.65
353a56555c2a46abad7f80d82b5266f1,3.63
b795f40b306d423c8170aca554de5c13,65.78
7f37d55fa89c47c786266bb79ff8c509,59.7
3988300a885c4a408f5a99be4a3aabd8,12.89
da4abf9c683d4b81a95ac54b4ff22610,88.96
4b4bce4ba8bd4aa2a5f0374a339243ab,39.1
43dbccd921ce4dd4bc12417331d75d5b,87.9
bf891434488441bab259eca809874c86,42.7
10aa7ec64eee434b8803f107b27a6306,7.51
fd30b2e1ae564475b32f608a894ee1ca,53.85
3ac5cf332fd0477fb28b8b790146e1d2,57.87
2a7bd109b0f445d383a67c16ef41e76b,82.58
2d2e162eee064b2994c4c191de720376,66.01
7e0556ccf24a4c79ab47c712b2f3fe1e,34.61
044fc8e246244614b5c5c954d351dfad,85.07
056f47efcc1c47a2aa785321c2e288b5,82.51
bfe19e31a65245e885f213f6fc581eb5,44.45
bfdd2d54fdb54654980952fdb45137f4,97.96
ecb8b9b496114b4bbe13c40e07488821,76.77
abfc94c3dc4a4eaf9c6d649f7188d3d1,49.31
463b4bcd3366437aa307042d5edc5e99,87.76
a1c67e9a81354beb975eaeafab414a7f,68.47
00e1c5bf8f6e4696a719cc08443fc330,31.94
73daca96c9b548848271df42a1779960,99.06
a9e43e35a3804af5b7d3f3e1d53d6e1d,74.94
7284248a441a4ff1898dc57004714388,93.49
ca8d3ee3730543c991a8012f6424accd,94.42
2246cb761d464f8b82520383ae264657,66.66
729b8374bd28430eb4334f5acd3b888b,98.03
d1d4666222b44e539731e45f898c5172,69.5
278e181ecbf049568efb80c8b0024515,21.53
1e46df74adc94d2db7eb0a2ef97004b3,47.95
3165c06e4022450f948f29dbc03665d7,35.45
da96f2a51db945bd8d365d575a486e3d,9.84
20c46caedc9945d191e2f4df639f9ed8,79.06
0746f737d3ae43cf83ff454d7bddb23c,47.95
6c435dfefdde417fa525460c0af1752c,34.73
460c6fd1ff6e44c9ad554326bbf9a9b2,10.39
2c50e0ea6ec94de9a8986fe40031fbd1,32.45
85c0d79c860945a7bfacac36a3c270f7,53.66
b782a714db96452c9c76d8bcdba7f575,22.88
eec8f839f7e04d3d8f463acef564d2e8,17.45
f0a295224a784a4494ab6adc45fdd4f6,65.93
7d417e0155ef4b9393b38ae5a6708fbf,16.78
06d33688f37c45759b5ca14029c166e3,78.28
9a0298ddfcca4ce0bb2ca9168676466c,70.82
117fc6286b144944932693908e242208,93.92
26158f397b9b4f2588b6e32d4e1a68ed,6.23
fd32dd6687974055b52164e005a1a302,78.69
87842f1f39754fef9e89028c3a734d67,97.76
80bb09928b944f52a6ea7791a581cbdf,98.37
3803c05714604ae28303d4b48bd35a62,5.52
026bc0f8d07d4e1b8b801634e97d9f42,5.05
845a10066198482ea116548af115ed7b,14.52
7a9bc87166714078b148992ea5e8467d,32.9
31406ac2320b4f5184fe3f192036ed4c,98.9
4616a01cd0124ebf8415fd7dd181da3a,7.29
1fa8b1a529164a579ee96e5af3563885,79.66
c8e8277705624e2ea5149556f135d0d3,9.12
78dc20ef95f24f41a98d0d922fdcfb3f,97.33
93852839955648b48543058b3b81328c,51.13
b2e3b9fbf6a3410fa711b0a50789f631,12.98
58bc14ee5e914a8b97ac0e946b758704,90.19
27a5cd6e7f814ef899d2d783cf20543c,31.83
29dbe3e4fcf4477893d8341dbb4eb15b,54.54
e509d57e9433498480aad84a2ad5d3dc,18.4
ff0ac42ef28940658db42e4f9ccda635,40.33
b2ef1f9215bd4c5aa4f45d6c9ceed528,83.5
24552de1e09345508e28e77efc61bf5c,81.24
